DateTime,Open,High,Low,Close,Volume
2025-06-02 14:25:00,5923.52978515625,5926.259765625,5923.35986328125,5925.22998046875,21396000
2025-06-02 14:30:00,5925.2900390625,5927.52978515625,5924.39990234375,5924.64013671875,19360000
2025-06-02 14:35:00,5924.58984375,5926.06005859375,5922.9501953125,5925.2900390625,17640000
2025-06-02 14:40:00,5925.27001953125,5927.27978515625,5923.22021484375,5926.669921875,20784000
2025-06-02 14:45:00,5926.66015625,5926.8798828125,5925.669921875,5926.08984375,16194000
2025-06-02 14:50:00,5925.68994140625,5927.72998046875,5924.18017578125,5927.14013671875,19100000
2025-06-02 14:55:00,5927.169921875,5929.830078125,5926.41015625,5928.990234375,21151000
2025-06-02 15:00:00,5929.06005859375,5931.7900390625,5928.9599609375,5931.47021484375,19883000
2025-06-02 15:05:00,5931.18994140625,5932.39990234375,5928.3798828125,5930.080078125,21503000
2025-06-02 15:10:00,5930.080078125,5931.27978515625,5929.1298828125,5929.27978515625,20470000
2025-06-02 15:15:00,5929.41015625,5930.27978515625,5928.759765625,5929.509765625,25495000
2025-06-02 15:20:00,5929.60009765625,5936.93994140625,5928.759765625,5936.35009765625,28452000
2025-06-02 15:25:00,5936.27978515625,5936.27978515625,5933.68994140625,5934.080078125,26201000
2025-06-02 15:30:00,5934.22021484375,5934.22021484375,5930.10009765625,5930.27001953125,31142000
2025-06-02 15:35:00,5930.35009765625,5932.14013671875,5929.2001953125,5930.18017578125,33510000
2025-06-02 15:40:00,5930.14013671875,5931.9501953125,5928.22998046875,5929.89990234375,33894000
2025-06-02 15:45:00,5929.9599609375,5931.56982421875,5928.8701171875,5929.7900390625,38576000
2025-06-02 15:50:00,5929.72021484375,5933.43017578125,5927.18017578125,5929.27978515625,71130000
2025-06-02 15:55:00,5929.22021484375,5937.39990234375,5928.2900390625,5937.39990234375,168109000
2025-06-03 09:30:00,5938.56005859375,5941.66015625,5930.18017578125,5933.43017578125,125109774
2025-06-03 09:35:00,5933.5498046875,5936.240234375,5930.81982421875,5932.3798828125,48355141
2025-06-03 09:40:00,5932.39990234375,5941.919921875,5931.830078125,5939.9501953125,42400356
2025-06-03 09:45:00,5939.97021484375,5941.77001953125,5938.18994140625,5940.31005859375,45967698
2025-06-03 09:50:00,5940.080078125,5940.60009765625,5935.77001953125,5937.490234375,38308946
2025-06-03 09:55:00,5937.4501953125,5939.27001953125,5933.85986328125,5934.33984375,39918843
2025-06-03 10:00:00,5934.02978515625,5942.580078125,5934.02978515625,5939.43017578125,48275007
2025-06-03 10:05:00,5939.490234375,5942.1298828125,5929.0,5937.0,42165049
2025-06-03 10:10:00,5937.0,5940.77001953125,5934.830078125,5940.18017578125,35451388
2025-06-03 10:15:00,5940.0400390625,5944.990234375,5939.31982421875,5944.1201171875,35779347
2025-06-03 10:20:00,5944.2099609375,5945.33984375,5942.47021484375,5943.41015625,31033043
2025-06-03 10:25:00,5943.490234375,5948.52001953125,5942.02001953125,5948.52001953125,34729114
2025-06-03 10:30:00,5948.81005859375,5948.81005859375,5943.27001953125,5944.22998046875,33564035
2025-06-03 10:35:00,5944.35009765625,5947.14013671875,5942.39013671875,5946.5498046875,34380964
2025-06-03 10:40:00,5946.52978515625,5947.330078125,5945.0498046875,5947.18017578125,33280414
2025-06-03 10:45:00,5947.14013671875,5950.0400390625,5947.14013671875,5949.830078125,33016321
2025-06-03 10:50:00,5949.81982421875,5952.81982421875,5948.02001953125,5952.06982421875,33497260
2025-06-03 10:55:00,5952.06982421875,5954.39013671875,5950.72021484375,5954.169921875,32873244
2025-06-03 11:00:00,5954.2001953125,5958.31982421875,5954.2001953125,5956.22021484375,35737545
2025-06-03 11:05:00,5956.22021484375,5958.58984375,5954.68994140625,5956.10009765625,30488884
2025-06-03 11:10:00,5956.080078125,5957.64013671875,5955.419921875,5957.0,29900733
2025-06-03 11:15:00,5956.97021484375,5957.89013671875,5955.52001953125,5957.5400390625,25865627
2025-06-03 11:20:00,5957.56982421875,5961.66015625,5957.31005859375,5960.60009765625,27283469
2025-06-03 11:25:00,5960.5400390625,5961.31982421875,5958.85986328125,5959.56982421875,27684703
2025-06-03 11:30:00,5959.85009765625,5961.39990234375,5959.16015625,5960.9599609375,28615982
2025-06-03 11:35:00,5960.93017578125,5963.43994140625,5960.490234375,5962.7998046875,23952593
2025-06-03 11:40:00,5962.83984375,5964.7001953125,5961.68017578125,5963.39990234375,24900520
2025-06-03 11:45:00,5963.35009765625,5965.7099609375,5962.4501953125,5962.64013671875,28918000
2025-06-03 11:50:00,5962.669921875,5963.97998046875,5960.75,5963.6201171875,31393000
2025-06-03 11:55:00,5963.5498046875,5967.27001953125,5962.52001953125,5966.97021484375,21093000
2025-06-03 12:00:00,5967.0400390625,5967.43994140625,5964.97998046875,5965.64013671875,24389000
2025-06-03 12:05:00,5965.64990234375,5967.0498046875,5963.1298828125,5963.72021484375,23121000
2025-06-03 12:10:00,5963.60986328125,5967.2900390625,5963.60986328125,5967.2900390625,19395000
2025-06-03 12:15:00,5967.27001953125,5972.580078125,5967.27001953125,5972.10986328125,22162000
2025-06-03 12:20:00,5972.14013671875,5972.14013671875,5968.14990234375,5970.580078125,21057000
2025-06-03 12:25:00,5970.259765625,5971.31982421875,5970.009765625,5971.18017578125,18586000
2025-06-03 12:30:00,5971.259765625,5974.85986328125,5971.02978515625,5974.27978515625,23217000
2025-06-03 12:35:00,5974.27001953125,5977.0400390625,5974.259765625,5974.89013671875,20223000
2025-06-03 12:40:00,5974.91015625,5975.259765625,5973.27978515625,5974.6298828125,23295000
2025-06-03 12:45:00,5974.759765625,5975.080078125,5973.64990234375,5974.33984375,18038000
2025-06-03 12:50:00,5974.2900390625,5976.58984375,5974.2900390625,5975.2001953125,21213000
2025-06-03 12:55:00,5975.22998046875,5976.52001953125,5975.14013671875,5975.43994140625,18945000
2025-06-03 13:00:00,5975.490234375,5975.8798828125,5973.3701171875,5974.97998046875,19223000
2025-06-03 13:05:00,5974.97998046875,5977.68017578125,5974.9501953125,5976.47021484375,17812000
2025-06-03 13:10:00,5976.39990234375,5978.5,5976.39990234375,5978.16015625,18679000
2025-06-03 13:15:00,5978.18994140625,5980.41015625,5978.009765625,5979.75,16600000
2025-06-03 13:20:00,5979.68017578125,5981.35009765625,5978.7900390625,5980.2001953125,17605000
2025-06-03 13:25:00,5980.16015625,5980.2001953125,5977.8798828125,5978.169921875,18229000
2025-06-03 13:30:00,5978.18017578125,5979.27978515625,5976.47021484375,5978.2998046875,19997000
2025-06-03 13:35:00,5978.259765625,5980.25,5977.7099609375,5979.47998046875,15943000
2025-06-03 13:40:00,5979.4599609375,5980.3798828125,5976.6298828125,5977.68017578125,19571000
2025-06-03 13:45:00,5977.75,5978.509765625,5975.3701171875,5975.60009765625,20957000
2025-06-03 13:50:00,5975.56005859375,5976.490234375,5973.18017578125,5975.919921875,24592000
2025-06-03 13:55:00,5975.89013671875,5976.2998046875,5971.419921875,5971.93017578125,21671000
2025-06-03 14:00:00,5971.9599609375,5972.47021484375,5961.64990234375,5968.2998046875,29957000
2025-06-03 14:05:00,5968.27001953125,5969.02001953125,5964.490234375,5966.10986328125,23753000
2025-06-03 14:10:00,5965.990234375,5966.0,5959.25,5962.169921875,23670000
2025-06-03 14:15:00,5962.080078125,5966.02001953125,5960.22021484375,5965.740234375,24428000
2025-06-03 14:20:00,5965.68994140625,5968.22998046875,5965.68994140625,5967.16015625,20962000
2025-06-03 14:25:00,5967.14990234375,5972.06982421875,5966.22998046875,5972.009765625,19820000
2025-06-03 14:30:00,5971.97998046875,5974.06005859375,5971.9501953125,5973.259765625,18546000
2025-06-03 14:35:00,5973.2900390625,5973.2900390625,5969.85986328125,5971.91015625,20189000
2025-06-03 14:40:00,5971.89013671875,5974.0498046875,5971.22998046875,5974.0498046875,19410000
2025-06-03 14:45:00,5974.02978515625,5974.8798828125,5973.39013671875,5973.830078125,18615000
2025-06-03 14:50:00,5973.89013671875,5974.47021484375,5971.0,5972.25,20794000
2025-06-03 14:55:00,5972.27978515625,5973.93017578125,5971.72998046875,5973.77001953125,22121000
2025-06-03 15:00:00,5973.72998046875,5975.33984375,5972.580078125,5972.830078125,23192000
2025-06-03 15:05:00,5972.7998046875,5973.3701171875,5971.52001953125,5972.9501953125,22435000
2025-06-03 15:10:00,5972.97998046875,5973.10986328125,5968.740234375,5971.080078125,28001000
2025-06-03 15:15:00,5971.0400390625,5972.830078125,5970.5,5972.41015625,31357000
2025-06-03 15:20:00,5972.41015625,5972.43017578125,5970.4599609375,5971.009765625,27782000
2025-06-03 15:25:00,5971.009765625,5972.7900390625,5968.97021484375,5972.72998046875,28063000
2025-06-03 15:30:00,5972.740234375,5974.259765625,5971.10009765625,5972.7099609375,31189000
2025-06-03 15:35:00,5972.759765625,5974.6298828125,5972.6201171875,5973.56982421875,35534000
2025-06-03 15:40:00,5973.56005859375,5973.7900390625,5968.75,5969.7001953125,38146000
2025-06-03 15:45:00,5969.68994140625,5970.58984375,5964.4501953125,5965.33984375,47931000
2025-06-03 15:50:00,5965.41015625,5972.35009765625,5963.2099609375,5970.10986328125,81269000
2025-06-03 15:55:00,5969.990234375,5975.22998046875,5968.2099609375,5970.52978515625,191628000
2025-06-04 09:30:00,5978.93994140625,5987.0498046875,5978.93994140625,5985.919921875,108014912
2025-06-04 09:35:00,5986.10009765625,5990.02978515625,5985.2900390625,5989.35009765625,47732349
2025-06-04 09:40:00,5989.25,5990.47998046875,5983.47021484375,5984.740234375,48075667
2025-06-04 09:45:00,5984.81005859375,5989.009765625,5984.52978515625,5988.68994140625,40912656
2025-06-04 09:50:00,5988.85986328125,5988.85986328125,5984.669921875,5985.16015625,44039408
2025-06-04 09:55:00,5985.06005859375,5986.93017578125,5982.669921875,5985.43017578125,36117432
2025-06-04 10:00:00,5985.919921875,5985.919921875,5976.18017578125,5976.52001953125,51819387
2025-06-04 10:05:00,5976.5,5977.8798828125,5966.10986328125,5973.93017578125,51545652
2025-06-04 10:10:00,5973.830078125,5979.4599609375,5973.830078125,5978.6298828125,40964647
2025-06-04 10:15:00,5978.66015625,5983.3798828125,5977.91015625,5981.60986328125,33537515
2025-06-04 10:20:00,5981.669921875,5983.4501953125,5979.14013671875,5981.60986328125,35817151
2025-06-04 10:25:00,5981.68017578125,5987.83984375,5981.68017578125,5986.8798828125,29192361
2025-06-04 10:30:00,5986.89990234375,5988.2900390625,5985.43994140625,5985.7099609375,32433760
2025-06-04 10:35:00,5985.9599609375,5988.009765625,5981.77001953125,5983.52978515625,29026237
2025-06-04 10:40:00,5983.509765625,5984.490234375,5979.0,5980.5498046875,29820293
2025-06-04 10:45:00,5980.58984375,5984.5498046875,5978.31982421875,5982.35986328125,28295502
2025-06-04 10:50:00,5982.43017578125,5982.5400390625,5978.43017578125,5982.02978515625,28346309
2025-06-04 10:55:00,5982.10986328125,5985.7099609375,5980.60986328125,5985.58984375,26525395
2025-06-04 11:00:00,5986.169921875,5987.47021484375,5984.490234375,5986.14013671875,28974073
2025-06-04 11:05:00,5986.08984375,5988.240234375,5985.240234375,5987.919921875,26437871
2025-06-04 11:10:00,5987.93017578125,5988.8798828125,5986.0400390625,5986.2998046875,23988379
2025-06-04 11:15:00,5986.2900390625,5987.7001953125,5983.31005859375,5984.7099609375,33079197
2025-06-04 11:20:00,5984.64990234375,5985.35986328125,5982.06005859375,5983.64013671875,29388128
2025-06-04 11:25:00,5983.58984375,5984.08984375,5980.56982421875,5980.56982421875,24914287
2025-06-04 11:30:00,5980.47998046875,5981.9501953125,5978.39990234375,5980.60009765625,23995884
2025-06-04 11:35:00,5980.580078125,5982.33984375,5978.8701171875,5981.759765625,21638751
2025-06-04 11:40:00,5981.10009765625,5984.0498046875,5975.10009765625,5976.490234375,27174933
2025-06-04 11:45:00,5976.490234375,5981.66015625,5976.080078125,5979.009765625,24601864
2025-06-04 11:50:00,5979.0,5982.85009765625,5979.0,5981.25,20411000
2025-06-04 11:55:00,5981.27001953125,5981.740234375,5977.47998046875,5978.990234375,22369000
2025-06-04 12:00:00,5978.919921875,5979.5400390625,5976.169921875,5976.60986328125,20452000
2025-06-04 12:05:00,5976.56005859375,5977.080078125,5974.7001953125,5975.31982421875,19776000
2025-06-04 12:10:00,5975.2900390625,5975.5498046875,5968.85986328125,5968.990234375,24059000
2025-06-04 12:15:00,5969.0,5974.77001953125,5968.91015625,5974.72021484375,20833000
2025-06-04 12:20:00,5974.759765625,5974.759765625,5970.81005859375,5971.93994140625,18808000
2025-06-04 12:25:00,5971.9599609375,5973.669921875,5969.68994140625,5969.83984375,19108000
2025-06-04 12:30:00,5969.7900390625,5973.58984375,5969.35986328125,5971.56005859375,19150000
2025-06-04 12:35:00,5971.60009765625,5972.830078125,5970.89990234375,5972.10986328125,15940000
2025-06-04 12:40:00,5972.06982421875,5974.89990234375,5971.9501953125,5974.89990234375,18512000
2025-06-04 12:45:00,5974.93017578125,5978.56982421875,5974.740234375,5978.52001953125,17917000
2025-06-04 12:50:00,5978.4599609375,5978.5498046875,5976.81005859375,5977.009765625,15581000
2025-06-04 12:55:00,5976.8798828125,5978.39990234375,5976.64013671875,5977.83984375,17361000
2025-06-04 13:00:00,5977.83984375,5981.89013671875,5977.83984375,5981.490234375,17438000
2025-06-04 13:05:00,5981.47021484375,5982.47021484375,5981.43017578125,5982.0498046875,14984000
2025-06-04 13:10:00,5982.0498046875,5983.81982421875,5981.89990234375,5982.8701171875,20834000
2025-06-04 13:15:00,5983.18017578125,5983.66015625,5981.6298828125,5982.39990234375,16233000
2025-06-04 13:20:00,5982.39013671875,5983.759765625,5982.330078125,5982.60009765625,16337000
2025-06-04 13:25:00,5982.6298828125,5984.64990234375,5982.6298828125,5983.47021484375,15386000
2025-06-04 13:30:00,5983.47998046875,5983.8701171875,5982.16015625,5983.58984375,15980000
2025-06-04 13:35:00,5983.60009765625,5985.990234375,5983.41015625,5983.41015625,18558000
2025-06-04 13:40:00,5983.47021484375,5984.7001953125,5981.56005859375,5984.14990234375,17851000
2025-06-04 13:45:00,5984.1298828125,5985.830078125,5983.60986328125,5985.81982421875,18608000
2025-06-04 13:50:00,5985.7900390625,5986.080078125,5984.66015625,5985.41015625,14631000
2025-06-04 13:55:00,5985.39013671875,5987.14013671875,5985.18017578125,5986.18017578125,15506000
2025-06-04 14:00:00,5986.2001953125,5988.56005859375,5986.16015625,5988.06982421875,17243000
2025-06-04 14:05:00,5987.93994140625,5989.60986328125,5985.43994140625,5985.89990234375,17854000
2025-06-04 14:10:00,5985.81982421875,5986.89013671875,5984.43017578125,5986.0,16823000
2025-06-04 14:15:00,5986.02978515625,5986.3701171875,5984.830078125,5985.740234375,17650000
2025-06-04 14:20:00,5985.7900390625,5987.75,5985.759765625,5986.16015625,19621000
2025-06-04 14:25:00,5986.22021484375,5986.3701171875,5983.77978515625,5986.18017578125,19272000
2025-06-04 14:30:00,5986.25,5987.009765625,5983.490234375,5984.10009765625,20554000
2025-06-04 14:35:00,5984.0498046875,5985.14990234375,5983.10986328125,5984.47021484375,22634000
2025-06-04 14:40:00,5984.5,5985.52978515625,5983.740234375,5984.7998046875,17267000
2025-06-04 14:45:00,5984.919921875,5985.1298828125,5981.81982421875,5982.72021484375,19979000
2025-06-04 14:50:00,5982.7099609375,5982.77001953125,5979.39990234375,5981.77978515625,19948000
2025-06-04 14:55:00,5981.85009765625,5981.93017578125,5979.93017578125,5980.60986328125,20981000
2025-06-04 15:00:00,5980.580078125,5982.6201171875,5979.97021484375,5982.009765625,21132000
2025-06-04 15:05:00,5982.0400390625,5982.06982421875,5978.58984375,5978.72021484375,20010000
2025-06-04 15:10:00,5978.7900390625,5981.7001953125,5978.5498046875,5981.419921875,19986000
2025-06-04 15:15:00,5981.31982421875,5981.330078125,5977.85986328125,5979.58984375,25515000
2025-06-04 15:20:00,5979.6201171875,5981.1201171875,5978.89013671875,5980.0498046875,29916000
2025-06-04 15:25:00,5980.0400390625,5980.81005859375,5979.52001953125,5980.580078125,29427000
2025-06-04 15:30:00,5980.64990234375,5982.52978515625,5979.759765625,5979.759765625,30450000
2025-06-04 15:35:00,5979.669921875,5980.3701171875,5978.490234375,5978.490234375,34376000
2025-06-04 15:40:00,5978.56982421875,5978.56982421875,5975.27001953125,5978.06982421875,39080000
2025-06-04 15:45:00,5977.89013671875,5979.419921875,5975.06005859375,5975.5400390625,42504000
2025-06-04 15:50:00,5975.47021484375,5975.47021484375,5971.39013671875,5973.0498046875,74127000
2025-06-04 15:55:00,5973.02001953125,5975.0400390625,5970.52978515625,5971.16015625,180910000
2025-06-05 09:30:00,5985.669921875,5989.3701171875,5971.419921875,5974.81982421875,118870966
2025-06-05 09:35:00,5975.330078125,5976.2001953125,5963.81005859375,5965.27001953125,44613335
2025-06-05 09:40:00,5965.0498046875,5971.81982421875,5963.240234375,5968.669921875,41169216
2025-06-05 09:45:00,5968.509765625,5968.89013671875,5954.169921875,5961.52001953125,45067592
2025-06-05 09:50:00,5961.7099609375,5964.81005859375,5955.52978515625,5959.2900390625,38489846
2025-06-05 09:55:00,5959.2001953125,5960.169921875,5949.35986328125,5952.490234375,36161771
2025-06-05 10:00:00,5952.10986328125,5958.25,5951.7900390625,5956.08984375,35672277
2025-06-05 10:05:00,5956.080078125,5961.89990234375,5952.7001953125,5952.7001953125,33908095
2025-06-05 10:10:00,5952.60009765625,5958.9501953125,5952.490234375,5957.02001953125,28193420
2025-06-05 10:15:00,5957.06005859375,5959.5400390625,5954.5498046875,5956.5,30083317
2025-06-05 10:20:00,5958.47021484375,5967.43017578125,5957.60986328125,5967.31982421875,33659527
2025-06-05 10:25:00,5967.22021484375,5971.68017578125,5967.22021484375,5971.31005859375,30886474
2025-06-05 10:30:00,5971.31982421875,5972.08984375,5960.3701171875,5960.41015625,33879071
2025-06-05 10:35:00,5960.41015625,5971.77978515625,5951.89013671875,5969.35009765625,48254868
2025-06-05 10:40:00,5969.7099609375,5983.64013671875,5963.39990234375,5976.14013671875,45513878
